datetime,open,close,high,low,volume,EMA,%B,MIDPOINT,CCI,RSI,VIX
2021-11-10 06:00:00,962.0,959.21,963.16,951.26,340439.0,900.7186666666665,0.4533967541309453,940.86,75.78869712982839,72.58383931479817,18.73
2021-11-11 06:00:00,958.76,965.6,969.32,958.01,266927.0,904.9045591397849,0.6691135903056352,942.01,94.49727997160649,74.16891704296613,17.66
2021-11-12 06:00:00,971.52,971.49,973.16,962.31,387537.0,909.2003940339923,0.8640966480378941,944.38,105.65029892092784,75.57092375236721,16.29
2021-11-15 06:00:00,971.01,953.24,971.5,951.01,678620.0,912.0416589350251,0.10615565632406465,944.38,42.795238513472995,63.983029244507684,16.49
2021-11-16 06:00:00,953.24,948.95,956.63,941.23,472053.0,914.4228422295396,0.16992676600998802,953.485,-27.89345867047993,61.59216785310597,16.37
2021-11-17 06:00:00,944.45,931.54,946.34,922.16,677342.0,915.5271749889241,0.09410219922007072,951.515,-144.0734646081779,52.945567758350386,17.11
2021-11-18 06:00:00,934.88,922.77,940.525,918.73,681626.0,915.9944540218968,0.16588308046029102,947.13,-161.658986886485,49.198774951912256,17.59
2021-11-19 06:00:00,922.4,914.95,925.4883,910.03,739175.0,915.9270698914519,0.17228082069636574,943.22,-187.66039213888104,46.06820642205337,17.91
2021-11-22 06:00:00,920.0,919.33,929.91,912.97,520680.0,916.1466137694227,0.3299844955216989,943.22,-134.64731839114134,48.06167284339827,19.17
2021-11-23 06:00:00,922.27,935.43,936.66,918.26,686139.0,917.3907032036535,0.8491234329875096,943.22,-74.4849530971952,54.691206872235924,19.38
2021-11-24 06:00:00,932.32,930.72,939.415,925.09,438906.0,918.2506578356758,0.7034896695343171,943.22,-57.42487177617019,52.57689197095575,18.58
2021-11-26 06:00:00,902.77,901.64,914.06,896.85,543222.0,917.1790024914387,0.10756121597149687,936.565,-135.4725824849028,41.82576019289071,28.62
2021-11-29 06:00:00,914.78,928.0,934.7599,905.82,610630.0,917.8771313629588,0.6044810989289464,936.565,-60.29542610157095,51.505941555345345,22.96
2021-11-30 06:00:00,919.61,904.61,924.99,902.02,1057481.0,917.0211874040583,0.22527539254004383,936.565,-95.76692116170706,44.43963099365345,27.19
2021-12-01 06:00:00,921.5,900.33,929.44,899.78,708235.0,915.9443366037965,0.26265209397195066,935.9100000000001,-90.7478377960985,43.269812104209784,31.12
2021-12-02 06:00:00,901.51,918.85,924.06,901.16,630713.0,916.1317987583902,0.6875051096217542,935.9100000000001,-63.83221295495346,49.46840468089792,27.95
2021-12-03 06:00:00,923.1,899.57,924.0,887.78,641403.0,915.0632956126876,0.2622690451871499,926.405,-107.34349967849103,44.0699201191902,30.67
