datetime,open,close,high,low,volume,EMA
2012-11-08 06:00:00,190.31,187.1,191.59,187.1,570030.0,186.26600000000002
2012-11-09 06:00:00,186.7,186.83,189.02,186.47,446136.0,186.30238709677423
2012-11-12 06:00:00,187.25,188.53,189.5,186.31,622217.0,186.44610405827265
2012-11-13 06:00:00,187.27,188.34,190.09,187.245,739795.0,186.5682908932228
2012-11-14 06:00:00,188.76,186.6,189.19,186.25,694883.0,186.57033664204715
2012-11-15 06:00:00,186.5,186.96,187.55,185.2,1046755.0,186.59547621352797
2012-11-16 06:00:00,188.13,186.99,190.16,185.41,941880.0,186.6209293610423
2012-11-19 06:00:00,189.46,191.16,191.2095,189.15,927964.0,186.91377262807183
2012-11-20 06:00:00,190.81,193.8,193.8,190.3,730171.0,187.35804536174462
2012-11-21 06:00:00,194.73,193.75,194.99,192.07,550085.0,187.77042953195465
2012-11-23 06:00:00,194.71,195.54,195.6,194.079,167142.0,188.27169214279627
2012-11-26 06:00:00,194.48,194.09,195.215,193.28,397492.0,188.64706684326103
2012-11-27 06:00:00,196.35,194.82,196.35,192.81,704076.0,189.0453205953087
2012-11-28 06:00:00,194.505,197.43,198.88,194.0,906838.0,189.5862676536759
2012-11-29 06:00:00,196.74,195.62,197.54,194.21,569473.0,189.97554070827744
2012-11-30 06:00:00,195.45,197.04,197.23,194.52,743683.0,190.43131227548534
2012-12-03 06:00:00,198.13,195.33,199.35,195.09,530762.0,190.74735664480886
2012-12-04 06:00:00,195.02,191.26,195.75,191.19,928048.0,190.7804304096599
2012-12-05 06:00:00,191.2,192.44,193.55,190.24,752417.0,190.8874994154883
2012-12-06 06:00:00,192.4,193.75,193.85,191.69,468559.0,191.07217687255357
2012-12-07 06:00:00,194.42,194.76,194.85,193.312,272468.0,191.31010094529205
2012-12-10 06:00:00,194.78,195.72,195.82,194.0,388893.0,191.5946105617248
2012-12-11 06:00:00,195.77,199.45,199.65,195.77,704573.0,192.10140988032322
2012-12-12 06:00:00,200.34,200.67,201.73,199.04,1020671.0,192.65422214610882
2012-12-13 06:00:00,200.64,200.72,201.33,200.14,545796.0,193.17459491087598
2012-12-14 06:00:00,198.87,201.53,202.09,198.87,606218.0,193.71365330372268
2012-12-17 06:00:00,202.31,205.29,205.35,200.89,1126547.0,194.46051438090186
2012-12-18 06:00:00,205.73,206.67,208.6195,203.81,988847.0,195.2482231305211
2012-12-19 06:00:00,205.48,205.81,208.85,205.48,959109.0,195.9296280898423
2012-12-20 06:00:00,207.29,209.29,209.43,206.11,612524.0,196.791587567917
2012-12-21 06:00:00,206.02,206.75,209.91,205.37,1183528.0,197.4340657893417
2012-12-24 06:00:00,209.8,207.22,209.8,202.7,306953.0,198.0654163835777
2012-12-26 06:00:00,207.53,205.34,207.58,204.9725,443484.0,198.53474435883075
2012-12-27 06:00:00,205.85,206.07,206.83,204.04,372938.0,199.0208898840675
2012-12-28 06:00:00,204.91,204.51,206.27,203.88,320424.0,199.37502602057927
2012-12-31 06:00:00,204.16,206.71,206.88,203.91,427870.0,199.84825014828382
2013-01-02 06:00:00,210.62,212.77,212.87,208.77,951514.0,200.6819114290397
2013-01-03 06:00:00,213.31,213.35,215.99,212.17,596193.0,201.49920746587586
2013-01-04 06:00:00,213.03,218.03,218.86,213.02,805130.0,202.5657102100129
2013-01-07 06:00:00,217.68,217.63,218.29,215.25,722214.0,203.53759987388304
2013-01-08 06:00:00,217.02,214.26,217.443,214.05,630388.0,204.2293676239551
2013-01-09 06:00:00,215.19,214.82,217.12,214.23,685005.0,204.91263422886124
2013-01-10 06:00:00,216.02,218.75,220.0,215.82,829370.0,205.80536750441857
2013-01-11 06:00:00,218.43,221.01,221.26,217.33,823765.0,206.78631153639157
2013-01-14 06:00:00,221.23,222.19,224.47,220.06,869355.0,207.78009788888244
2013-01-15 06:00:00,223.37,223.25,223.41,220.59,637824.0,208.7781560895997
2013-01-16 06:00:00,222.43,222.24,224.0,221.39,758143.0,209.6466621483352
2013-01-17 06:00:00,228.75,232.0,234.46,227.0,1721911.0,211.08881297747487
2013-01-18 06:00:00,232.8,233.93,234.0,231.26,1425333.0,212.56243794667003
2013-01-22 06:00:00,234.12,236.96,237.01,234.05,1136947.0,214.1364742081752
2013-01-23 06:00:00,237.3,235.99,238.62,235.14,888473.0,215.54637909797034
2013-01-24 06:00:00,237.32,236.33,238.41,234.59,1002836.0,216.88725786584322
2013-01-25 06:00:00,237.53,236.42,237.75,235.85,1080696.0,218.1474347777243
2013-01-28 06:00:00,235.59,234.86,236.32,233.16,914298.0,219.22566479206466
2013-01-29 06:00:00,235.15,238.01,238.01,234.11,879155.0,220.437557386125
2013-01-30 06:00:00,237.75,237.4,238.4,236.09,743777.0,221.53190852250404
2013-01-31 06:00:00,236.73,236.28,238.55,235.47,697370.0,222.4833982952457
2013-02-01 06:00:00,234.64,236.89,237.788,234.0,1021891.0,223.41285646974598
2013-02-04 06:00:00,232.17,234.48,236.25,231.66,966845.0,224.12686572976236
2013-02-05 06:00:00,235.39,238.86,239.49,235.0,828278.0,225.07739052139058
2013-02-06 06:00:00,237.55,238.8,238.95,237.25,571674.0,225.96272016517185
2013-02-07 06:00:00,238.5,236.82,238.8,234.566,503324.0,226.66318983193494
2013-02-08 06:00:00,236.64,238.16,238.6924,235.75,552207.0,227.4049195201972
2013-02-11 06:00:00,238.18,239.45,239.92,237.31,931857.0,228.1820214866361
2013-02-12 06:00:00,239.0,238.86,241.02,238.73,1094867.0,228.87092332620796
2013-02-13 06:00:00,240.2,242.52,243.03,239.75,985944.0,229.7515089180655
2013-02-14 06:00:00,242.37,245.57,245.65,242.36,895404.0,230.7720567298032
2013-02-15 06:00:00,246.75,242.95,247.0,242.37,1000986.0,231.55773048917075
2013-02-19 06:00:00,243.42,244.12,245.36,242.66,1005598.0,232.36819948986943
2013-02-20 06:00:00,243.54,239.12,243.98,239.0,741202.0,232.80379952278108
2013-02-21 06:00:00,238.16,236.22,238.5,235.3,955537.0,233.0241995535694
2013-02-22 06:00:00,238.0,240.87,240.88,238.0,836607.0,233.53038022753265
2013-02-25 06:00:00,242.7,236.5,243.6642,236.5,793574.0,233.7219685999499
2013-02-26 06:00:00,238.09,236.15,239.21,234.34,876756.0,233.8786157870499
2013-02-27 06:00:00,236.03,241.07,241.63,235.05,520317.0,234.34257605885315
2013-02-28 06:00:00,240.94,239.75,242.11,239.56,565899.0,234.69144211957232
2013-03-01 06:00:00,238.17,236.83,238.17,233.8,836198.0,234.82941359572894
2013-03-04 06:00:00,236.23,241.27,241.38,236.0,688723.0,235.2449352992303
2013-03-05 06:00:00,242.24,244.39,244.61,238.29,1033384.0,235.8349394734735
2013-03-06 06:00:00,245.77,249.57,250.0,245.77,1117885.0,236.72107241066877
2013-03-07 06:00:00,250.45,248.47,251.696,248.28,769440.0,237.47906773901272
2013-03-08 06:00:00,250.1,248.27,251.02,247.44,582146.0,238.17525691714093
2013-03-11 05:00:00,248.27,247.87,248.44,246.28,565260.0,238.80072421280926
2013-03-12 05:00:00,248.08,249.44,250.29,247.71,1014503.0,239.48712910230543
2013-03-13 05:00:00,250.34,253.7,254.0,249.5,776808.0,240.40408851505993
2013-03-14 05:00:00,254.89,256.04,257.77,254.11,967366.0,241.4128569979593
2013-03-15 05:00:00,255.07,256.74,256.8,254.261,982698.0,242.40170493357482
2013-03-18 05:00:00,254.11,255.25,256.53,253.43,449234.0,243.23062719592482
2013-03-19 05:00:00,255.08,253.18,256.36,250.69,565299.0,243.87252221554257
2013-03-20 05:00:00,255.25,258.7,259.5671,255.25,755049.0,244.82913368550757
2013-03-21 05:00:00,256.28,253.0,259.19,252.81,1039975.0,245.3562863509587
2013-03-22 05:00:00,253.52,253.13,254.52,252.12,692884.0,245.85781626380006
2013-03-25 05:00:00,255.0,251.82,257.33,251.44,853246.0,246.24247327903876
2013-03-26 05:00:00,252.8,258.41,258.68,252.0401,635899.0,247.02747500297176
2013-03-27 05:00:00,257.2,256.57,257.6,254.88,349838.0,247.64312177697357
2013-03-28 05:00:00,257.36,256.88,258.655,255.26,547640.0,248.2390494042656
2013-04-01 05:00:00,256.5,252.96,256.85,252.47,389573.0,248.5436268620549
2013-04-02 05:00:00,253.41,257.44,257.88,253.21,644169.0,249.11758641934168
2013-04-03 05:00:00,257.83,248.23,258.0,247.34,882527.0,249.06032277938414
2013-04-04 05:00:00,248.22,251.11,251.15,247.6,806887.0,249.19256001942387
2013-04-05 05:00:00,247.23,245.79,248.0,241.04,1332520.0,248.9730400181707
2013-04-08 05:00:00,245.47,249.38,249.41,244.1,470278.0,248.99929550086938
2013-04-09 05:00:00,251.91,254.04,255.56,249.72,760301.0,249.32450224274876
2013-04-10 05:00:00,255.43,260.77,260.78,254.96,657298.0,250.06292145289402
2013-04-11 05:00:00,261.35,264.14,265.57,261.35,735726.0,250.97112006883634
2013-04-12 05:00:00,262.95,263.13,264.985,262.1,422062.0,251.75556393536303
2013-04-15 05:00:00,260.0,253.86,262.46,253.78,939654.0,251.8913340040493
2013-04-16 05:00:00,257.77,257.22,257.9,251.48,1039833.0,252.23511890701386
2013-04-17 05:00:00,254.55,251.03,255.4299,249.02,864552.0,252.15736930010974
2013-04-18 05:00:00,251.01,245.3,251.18,243.58,1012457.0,251.714958377522
2013-04-19 05:00:00,246.46,250.16,250.46,246.12,737419.0,251.61463848219802
2013-04-22 05:00:00,251.24,250.51,251.58,247.38,605540.0,251.54337148334653
2013-04-23 05:00:00,252.5,259.48,259.97,251.94,987124.0,252.05541203280805
2013-04-24 05:00:00,259.94,258.67,260.73,257.67,574399.0,252.48215964359463
2013-04-25 05:00:00,259.87,263.57,264.33,259.26,755865.0,253.19750418271755
2013-04-26 05:00:00,262.61,263.77,264.62,262.2,481149.0,253.87960068705834
2013-04-29 05:00:00,264.16,268.21,268.74,263.32,608106.0,254.80414257821587
2013-04-30 05:00:00,268.46,266.5,269.81,265.78,950547.0,255.5587140247826
2013-05-01 05:00:00,265.38,260.94,266.4995,260.69,793306.0,255.9058937651192
2013-05-02 05:00:00,261.69,262.35,263.41,260.98,670708.0,256.32164255446634
2013-05-03 05:00:00,265.68,271.34,271.595,265.14,835396.0,257.29056884127493
2013-05-06 05:00:00,271.55,274.35,275.21,270.241,659314.0,258.3911773031282
2013-05-07 05:00:00,274.54,275.55,275.815,272.41,431737.0,259.4981981222812
2013-05-08 05:00:00,275.35,277.25,277.37,268.03,495620.0,260.6434756627792
2013-05-09 05:00:00,274.73,275.8,278.82,272.43,891604.0,261.6213159425999
2013-05-10 05:00:00,276.24,276.67,277.46,275.21,555852.0,262.5921987850128
2013-05-13 05:00:00,275.76,279.39,281.0,275.415,466081.0,263.67592789565714
2013-05-14 05:00:00,280.0,284.45,284.979,280.0,573336.0,265.01619061206634
2013-05-15 05:00:00,283.98,289.29,289.41,283.0,695321.0,266.5822428306427
2013-05-16 05:00:00,288.44,285.41,290.83,284.755,607621.0,267.796936841569
2013-05-17 05:00:00,287.1,290.95,291.209,286.7,567006.0,269.29068285179034
2013-05-20 05:00:00,289.1,289.25,291.825,287.06,551989.0,270.57838073232
2013-05-21 05:00:00,290.6,291.69,293.31,288.94,737423.0,271.94042068507355
2013-05-22 05:00:00,291.66,285.33,298.14,282.91,1172184.0,272.804264511843
2013-05-23 05:00:00,280.85,282.8,283.69,277.447,748232.0,273.4491506723692
2013-05-24 05:00:00,279.88,283.35,283.54,279.8,417426.0,274.0879151451196
2013-05-28 05:00:00,285.42,288.32,292.29,285.14,564174.0,275.00611416801513
2013-05-29 05:00:00,286.31,283.64,288.86,282.77,749516.0,275.5631390604012
2013-05-30 05:00:00,282.5,284.98,286.676,281.3,781861.0,276.17067847585923
2013-05-31 05:00:00,283.71,279.2,285.99,279.12,812944.0,276.3661185741909
2013-06-03 05:00:00,279.94,278.33,279.95,273.03,774769.0,276.49282060166246
2013-06-04 05:00:00,278.73,276.28,281.58,274.69,718980.0,276.4790902402649
2013-06-05 05:00:00,275.9,266.97,277.78,263.11,1305860.0,275.86560054734457
2013-06-06 05:00:00,265.39,268.99,269.23,260.52,1409330.0,275.4220134152578
2013-06-07 05:00:00,272.99,280.23,280.69,269.77,899128.0,275.7322060981444
2013-06-10 05:00:00,279.05,281.34,282.91,276.414,695217.0,276.0939992531028
2013-06-11 05:00:00,279.39,276.2,279.73,275.17,643994.0,276.10083801096715
2013-06-12 05:00:00,278.37,269.04,279.999,268.53,866564.0,275.6453000747757
2013-06-13 05:00:00,268.78,272.43,272.7,264.71,1162736.0,275.43786136027404
2013-06-14 05:00:00,272.36,269.73,273.7,268.05,761601.0,275.0696122402564
2013-06-17 05:00:00,272.56,275.99,278.08,271.0,762654.0,275.12899209572373
2013-06-18 05:00:00,277.38,276.49,279.33,274.77,506428.0,275.21679905728996
2013-06-19 05:00:00,276.89,268.46,278.2099,268.23,832063.0,274.7808765374648
2013-06-20 05:00:00,264.72,252.01,265.92,250.55,2373379.0,273.3117877285961
2013-06-21 05:00:00,258.51,248.67,258.65,241.99,2623778.0,271.72199497191247
2013-06-24 05:00:00,246.39,245.63,248.3,240.6,1564392.0,270.03864045759553
2013-06-25 05:00:00,249.61,252.58,253.87,247.65,1258714.0,268.9122765571055
2013-06-26 05:00:00,252.33,258.04,259.4,252.33,1028320.0,268.21083935987286
2013-06-27 05:00:00,257.35,264.06,265.5,257.35,1042380.0,267.9430432721391
2013-06-28 05:00:00,263.88,256.85,263.88,256.23,1407026.0,267.2273630610334
2013-07-01 05:00:00,257.61,256.11,261.6,255.81,835772.0,266.5101138312893
2013-07-02 05:00:00,255.91,256.82,259.4,254.71,483370.0,265.88494519701254
2013-07-03 05:00:00,254.49,255.26,257.2199,253.0,248215.0,265.1994648617214
2013-07-05 05:00:00,257.82,257.26,258.94,253.38,596318.0,264.68724132225555
