datetime,open,close,high,low,volume,EMA,MIDPOINT,CCI,RSI,%B,VIX
2012-11-13 06:00:00,187.27,188.34,190.09,187.245,739795.0,187.25966666666667,189.125,-12.4392765487537,56.79674807289844,0.5396282786845433,16.65
2012-11-14 06:00:00,188.76,186.6,189.19,186.25,694883.0,187.21710752688173,189.01,-90.00288485010147,51.663901801434534,0.22428393158956345,17.92
2012-11-15 06:00:00,186.5,186.96,187.55,185.2,1046755.0,187.20051994450228,189.01,-124.92587101556818,52.61798500096507,0.34872301972879516,17.99
2012-11-16 06:00:00,188.13,186.99,190.16,185.41,941880.0,187.18693801259892,189.01,-67.91363190247611,52.70176936743848,0.34383145120088565,16.41
2012-11-19 06:00:00,189.46,191.16,191.2095,189.15,927964.0,187.44326459243123,189.01,96.31309790084937,62.60113508836138,0.9679151818838225,15.24
2012-11-20 06:00:00,190.81,193.8,193.8,190.3,730171.0,187.85337655420986,190.2,175.25044081946194,67.27140886726205,0.9071098523659306,15.08
2012-11-21 06:00:00,194.73,193.75,194.99,192.07,550085.0,188.23380387329308,190.2,170.41171152374937,67.10050163271704,0.7631427529756414,15.31
2012-11-23 06:00:00,194.71,195.54,195.6,194.079,167142.0,188.70517136533869,191.07,175.49910935679603,70.0354803341268,0.7763915768559166,15.14
2012-11-26 06:00:00,194.48,194.09,195.215,193.28,397492.0,189.05257966434908,191.07,116.32338081595245,64.97856752698783,0.5746121520604539,15.5
2012-11-27 06:00:00,196.35,194.82,196.35,192.81,704076.0,189.4246712989072,191.07,108.03606905426957,66.29792808298247,0.6530085612246779,15.92
2012-11-28 06:00:00,194.505,197.43,198.88,194.0,906838.0,189.94114411833255,192.015,126.22817332372286,70.5672831343929,0.9407329283312369,15.51
2012-11-29 06:00:00,196.74,195.62,197.54,194.21,569473.0,190.3075219171498,192.015,88.96610587138714,64.46807920840672,0.5269594995099032,15.06
2012-11-30 06:00:00,195.45,197.04,197.23,194.52,743683.0,190.74187534184983,192.015,86.27174467468254,66.88617530031698,0.7433877897402358,15.87
2012-12-03 06:00:00,198.13,195.33,199.35,195.09,530762.0,191.03788338431113,192.015,83.66155939155223,61.461767123145485,0.32228036361519685,16.64
2012-12-04 06:00:00,195.02,191.26,195.75,191.19,928048.0,191.0522134885491,192.015,-3.322675492218309,50.884277784317554,0.03472667235923909,17.12
2012-12-05 06:00:00,191.2,192.44,193.55,190.24,752417.0,191.14174810219112,192.195,-30.765409659764792,53.388883355352846,0.2787867008454607,16.46
2012-12-06 06:00:00,192.4,193.75,193.85,191.69,468559.0,191.3100224181788,192.21,-20.015661835215543,56.06731475975386,0.4738994701337231,16.58
2012-12-07 06:00:00,194.42,194.76,194.85,193.312,272468.0,191.53260161700595,194.29500000000002,6.463862268092815,58.06796742558241,0.7096954868071574,15.9
2012-12-10 06:00:00,194.78,195.72,195.82,194.0,388893.0,191.80275635139267,194.345,36.001659062627766,59.935541219519116,0.8349756385517547,16.05
2012-12-11 06:00:00,195.77,199.45,199.65,195.77,704573.0,192.29612690936733,195.355,163.97474014151172,66.22910587419835,0.9445223021571074,15.57
2012-12-12 06:00:00,200.34,200.67,201.73,199.04,1020671.0,192.83637678618234,195.96499999999997,200.7646602390096,67.99973141096972,0.8511042035292635,15.95
2012-12-13 06:00:00,200.64,200.72,201.33,200.14,545796.0,193.34499763868672,195.99,160.53042605218096,68.07361173850647,0.7427908646812921,16.56
2012-12-14 06:00:00,198.87,201.53,202.09,198.87,606218.0,193.87306230715853,196.39499999999998,132.44593069563325,69.30977261033601,0.7321401681231303,17.0
